GamePk,Date,Venue,Humidity,Pressure,Precip
778288,2025-04-16,Petco Park,56,1014.5,0.0
778289,2025-04-16,Globe Life Field,40,991.1,0.0
778290,2025-04-16,Busch Stadium,37,1002.0,0.0
778293,2025-04-16,PNC Park,55,989.8,0.0
778294,2025-04-16,Rate Field,61,997.5,0.0
778295,2025-04-16,American Family Field,57,998.0,0.0
778296,2025-04-16,Citizens Bank Park,48,1011.6,0.0
778297,2025-04-16,Rogers Centre,55,1003.0,0.0
778298,2025-04-16,George M. Steinbrenner Field,27,1014.8,0.0
778299,2025-04-16,Target Field,43,985.6,0.0
778300,2025-04-16,Yankee Stadium,52,1009.4,0.0
778301,2025-04-16,Oriole Park at Camden Yards,39,1012.2,0.0
778303,2025-04-16,loanDepot Park,65,1015.8,0.0
778304,2025-04-16,Great American Ball Park,45,998.8,0.0
778278,2025-04-17,Citi Field,42,1019.2,0.0
778279,2025-04-17,Citizens Bank Park,41,1021.5,0.0
778280,2025-04-17,PNC Park,45,997.1,0.0
778281,2025-04-17,Globe Life Field,39,987.5,0.0
778282,2025-04-17,George M. Steinbrenner Field,29,1017.0,0.0
778283,2025-04-17,Rate Field,29,992.4,0.0
778285,2025-04-17,Great American Ball Park,43,1002.3,0.0
778286,2025-04-17,Comerica Park,53,997.2,0.0
778291,2025-04-17,loanDepot Park,45,1020.2,0.0
778292,2025-04-17,Oriole Park at Camden Yards,54,1021.3,0.0
778260,2025-04-18,Angel Stadium,61,1010.0,0.0
778261,2025-04-18,American Family Field,90,980.5,3.0
778263,2025-04-18,Globe Life Field,42,988.8,0.0
778268,2025-04-18,Wrigley Field,54,981.9,0.0
778269,2025-04-18,Daikin Park,68,1010.2,0.2
778270,2025-04-18,Citi Field,67,1018.2,0.0
778271,2025-04-18,PNC Park,46,986.0,0.0
778272,2025-04-18,George M. Steinbrenner Field,32,1019.3,0.0
778273,2025-04-18,Rogers Centre,71,998.5,0.0
778274,2025-04-18,Citizens Bank Park,64,1018.0,0.0
778275,2025-04-18,Fenway Park,48,1017.6,0.0
778276,2025-04-18,Oriole Park at Camden Yards,61,1017.0,0.0
778277,2025-04-18,Comerica Park,62,985.1,0.6
778284,2025-04-18,Truist Park,27,984.1,0.0
778243,2025-04-19,Angel Stadium,43,1012.2,0.0
778247,2025-04-19,Coors Field,42,842.2,0.0
778251,2025-04-19,Globe Life Field,66,994.8,0.0
778252,2025-04-19,Citizens Bank Park,56,1016.8,0.0
778253,2025-04-19,American Family Field,77,997.7,0.0
778254,2025-04-19,PNC Park,49,989.4,0.2
778255,2025-04-19,George M. Steinbrenner Field,38,1022.4,0.0
778256,2025-04-19,Citi Field,44,1014.1,0.0
778257,2025-04-19,Wrigley Field,79,997.9,0.0
778258,2025-04-19,Rogers Centre,73,1000.8,0.0
778259,2025-04-19,Daikin Park,72,1011.9,0.0
778262,2025-04-19,Oriole Park at Camden Yards,56,1017.4,0.0
778264,2025-04-19,Fenway Park,51,1010.1,0.0
778265,2025-04-19,Comerica Park,83,993.4,0.6
778267,2025-04-19,Truist Park,32,986.2,0.0
778232,2025-04-20,Angel Stadium,42,1011.9,0.0
778234,2025-04-20,Globe Life Field,62,993.7,0.0
778235,2025-04-20,Coors Field,31,840.1,0.0
778236,2025-04-20,Wrigley Field,73,1000.6,1.1
778237,2025-04-20,Daikin Park,79,1011.1,6.4
778239,2025-04-20,American Family Field,78,1001.9,0.8
778240,2025-04-20,George M. Steinbrenner Field,33,1021.3,0.0
778241,2025-04-20,Rogers Centre,58,1022.9,0.0
778242,2025-04-20,PNC Park,43,1001.2,0.0
778244,2025-04-20,Citi Field,29,1023.9,0.0
778245,2025-04-20,Fenway Park,34,1020.4,0.0
778246,2025-04-20,Comerica Park,52,1009.2,0.0
778248,2025-04-20,Citizens Bank Park,22,1024.9,0.0
778249,2025-04-20,Truist Park,54,988.1,0.0
778250,2025-04-20,Oriole Park at Camden Yards,42,1024.4,0.0
778266,2025-04-20,Coors Field,40,839.9,0.0
778225,2025-04-21,Citi Field,63,1020.0,0.0
778226,2025-04-21,Oracle Park,69,1011.7,0.0
778227,2025-04-21,Progressive Field,71,985.5,0.0
778228,2025-04-21,Comerica Park,58,988.4,0.0
778230,2025-04-21,loanDepot Park,54,1019.0,0.0
778231,2025-04-21,Daikin Park,83,1012.4,0.8
778233,2025-04-21,Truist Park,35,980.7,0.0
778238,2025-04-21,Fenway Park,40,1024.5,0.0
778210,2025-04-22,Oracle Park,71,1010.7,0.0
778211,2025-04-22,Angel Stadium,67,1007.2,0.0
778212,2025-04-22,Chase Field,7,967.4,0.0
778213,2025-04-22,Sutter Health Park,50,1007.8,0.0
778215,2025-04-22,Kauffman Stadium,60,981.6,0.1
778216,2025-04-22,Target Field,50,983.1,0.0
778217,2025-04-22,Daikin Park,82,1010.5,0.0
778218,2025-04-22,Progressive Field,67,996.0,0.0
778219,2025-04-22,loanDepot Park,65,1017.8,0.0
778220,2025-04-22,Wrigley Field,83,994.1,0.6
778221,2025-04-22,Comerica Park,47,997.8,0.0
778222,2025-04-22,Nationals Park,31,1015.9,0.0
778223,2025-04-22,Citi Field,46,1013.5,0.0
778224,2025-04-22,Fenway Park,81,1011.4,0.0
778229,2025-04-22,Truist Park,69,981.4,5.0
778197,2025-04-23,Sutter Health Park,53,1011.2,0.0
778198,2025-04-23,Oracle Park,72,1013.4,0.0
778199,2025-04-23,Chase Field,10,967.8,0.0
778200,2025-04-23,Daikin Park,87,1011.4,0.0
778201,2025-04-23,Target Field,45,988.5,0.0
778202,2025-04-23,Angel Stadium,64,1008.3,0.0
778203,2025-04-23,Citi Field,24,1022.3,0.0
778204,2025-04-23,Nationals Park,15,1021.8,0.0
778205,2025-04-23,Wrigley Field,74,996.0,0.0
778206,2025-04-23,Progressive Field,54,998.2,0.0
778207,2025-04-23,Fenway Park,48,1019.8,0.0
778208,2025-04-23,loanDepot Park,49,1019.1,0.0
778209,2025-04-23,Comerica Park,54,1000.7,0.0
778214,2025-04-23,Truist Park,62,985.1,0.2
778188,2025-04-24,Chase Field,13,968.5,0.0
778189,2025-04-24,Target Field,63,993.1,2.0
778190,2025-04-24,Kauffman Stadium,71,985.2,0.1
778191,2025-04-24,Angel Stadium,61,1007.6,0.0
778192,2025-04-24,Sutter Health Park,55,1011.2,0.0
778193,2025-04-24,Nationals Park,28,1022.9,0.0
778194,2025-04-24,Oracle Park,67,1014.9,0.0
778195,2025-04-24,Kauffman Stadium,71,985.2,0.1
778196,2025-04-24,Fenway Park,50,1024.3,0.0
778171,2025-04-25,Oracle Park,66,1012.6,0.0
778172,2025-04-25,Petco Park,56,1013.8,0.0
778175,2025-04-25,T-Mobile Park,46,1006.6,0.0
778176,2025-04-25,Dodger Stadium,55,996.3,0.0
778177,2025-04-25,Chase Field,7,967.5,0.0
778178,2025-04-25,Sutter Health Park,42,1012.1,0.0
778181,2025-04-25,Coors Field,85,843.2,0.2
778182,2025-04-25,Wrigley Field,77,993.5,0.0
778183,2025-04-25,Nationals Park,58,1016.7,0.4
778184,2025-04-25,Busch Stadium,73,997.4,0.0
778185,2025-04-25,Yankee Stadium,70,1017.8,0.0
778186,2025-04-25,Target Field,54,993.5,0.0
778187,2025-04-25,Kauffman Stadium,71,987.0,0.0
778154,2025-04-26,T-Mobile Park,55,1009.0,0.0
778159,2025-04-26,Oracle Park,54,1011.3,0.0
778160,2025-04-26,Petco Park,52,1014.2,0.0
778161,2025-04-26,Coors Field,50,839.6,0.0
778162,2025-04-26,Chase Field,17,968.4,0.0
778163,2025-04-26,Dodger Stadium,61,996.5,0.1
778164,2025-04-26,Busch Stadium,56,1007.2,0.0
778165,2025-04-26,Sutter Health Park,62,1011.3,0.2
778166,2025-04-26,Target Field,45,996.9,0.0
778167,2025-04-26,Kauffman Stadium,74,988.6,1.7
778168,2025-04-26,Comerica Park,57,999.4,0.0
778169,2025-04-26,Progressive Field,79,998.2,0.0
778173,2025-04-26,Nationals Park,72,1010.3,13.5
778174,2025-04-26,Wrigley Field,70,1005.1,0.0
778179,2025-04-26,Progressive Field,82,995.5,0.0
778180,2025-04-26,Comerica Park,50,1001.7,0.0
778136,2025-04-27,T-Mobile Park,63,1015.9,0.0
778144,2025-04-27,Target Field,48,987.7,0.0
778145,2025-04-27,Dodger Stadium,50,1000.0,0.0
778146,2025-04-27,Petco Park,44,1017.4,0.0
778147,2025-04-27,Chase Field,14,972.8,0.0
778148,2025-04-27,Coors Field,12,834.7,0.0
778149,2025-04-27,Sutter Health Park,66,1016.9,0.0
778150,2025-04-27,Busch Stadium,84,1006.1,0.9
778151,2025-04-27,Oracle Park,64,1016.2,0.1
778152,2025-04-27,Kauffman Stadium,84,986.4,0.1
778153,2025-04-27,Nationals Park,35,1020.6,0.0
778155,2025-04-27,Comerica Park,39,1006.2,0.0
778156,2025-04-27,Yankee Stadium,51,1013.6,0.0
778157,2025-04-27,Progressive Field,79,1003.8,0.0
778158,2025-04-27,Wrigley Field,69,998.6,0.0
778170,2025-04-27,Yankee Stadium,51,1013.6,0.0
778132,2025-04-28,Dodger Stadium,58,998.2,0.0
778137,2025-04-28,Coors Field,37,841.4,0.1
778138,2025-04-28,Nationals Park,23,1027.1,0.0
778139,2025-04-28,Progressive Field,51,994.6,0.0
778140,2025-04-28,Oriole Park at Camden Yards,21,1024.1,0.0
778141,2025-04-28,Great American Ball Park,59,999.2,0.0
778142,2025-04-28,Daikin Park,71,1013.2,0.0
778143,2025-04-28,Globe Life Field,66,991.8,0.0
778120,2025-04-29,Coors Field,31,840.2,0.0
778121,2025-04-29,T-Mobile Park,70,1020.6,0.0
778122,2025-04-29,Globe Life Field,58,991.8,6.1
778123,2025-04-29,Dodger Stadium,63,997.4,0.0
778124,2025-04-29,Daikin Park,72,1011.2,0.0
778125,2025-04-29,Rate Field,57,995.4,0.0
778126,2025-04-29,Petco Park,82,1015.3,0.0
778127,2025-04-29,Rogers Centre,66,997.1,0.1
778128,2025-04-29,George M. Steinbrenner Field,66,1017.5,0.3
778129,2025-04-29,Progressive Field,89,987.6,0.2
778130,2025-04-29,Citi Field,62,1012.5,0.0
778131,2025-04-29,Citizens Bank Park,44,1013.7,0.0
778133,2025-04-29,Oriole Park at Camden Yards,42,1013.3,0.0
778135,2025-04-29,PNC Park,79,987.0,0.3
778102,2025-04-30,Coors Field,13,838.4,0.0
778104,2025-04-30,T-Mobile Park,66,1021.8,0.0
778105,2025-04-30,Petco Park,63,1014.5,0.0
778106,2025-04-30,Globe Life Field,81,986.9,0.0
778109,2025-04-30,Dodger Stadium,40,997.3,0.0
778110,2025-04-30,Daikin Park,66,1010.1,0.5
778111,2025-04-30,Rate Field,66,994.0,0.0
778112,2025-04-30,PNC Park,47,991.2,0.0
778113,2025-04-30,George M. Steinbrenner Field,34,1014.5,0.0
778114,2025-04-30,Rogers Centre,50,1011.4,0.0
778115,2025-04-30,Oriole Park at Camden Yards,22,1015.1,0.0
778116,2025-04-30,Progressive Field,71,995.5,0.0
778117,2025-04-30,Citi Field,23,1016.1,0.0
778118,2025-04-30,Citizens Bank Park,16,1016.0,0.0
778119,2025-04-30,Great American Ball Park,69,995.8,3.5
778134,2025-04-30,Great American Ball Park,65,1000.2,0.0
778094,2025-05-01,Rate Field,72,981.4,0.3
778095,2025-05-01,Rogers Centre,88,998.9,1.6
778096,2025-05-01,Globe Life Field,69,993.5,0.0
778097,2025-05-01,George M. Steinbrenner Field,37,1018.1,0.0
778098,2025-05-01,Oracle Park,78,1012.3,0.0
778099,2025-05-01,Citizens Bank Park,56,1014.6,0.0
778100,2025-05-01,PNC Park,50,985.9,12.2
778101,2025-05-01,Angel Stadium,62,1007.5,0.0
778103,2025-05-01,Citi Field,24,1019.8,0.0
778107,2025-05-01,Great American Ball Park,90,992.0,1.5
778108,2025-05-01,Progressive Field,79,985.6,0.4
778079,2025-05-02,Rate Field,87,991.0,0.0
778080,2025-05-02,American Family Field,80,989.5,0.0
778081,2025-05-02,Rogers Centre,66,1000.5,0.0
778082,2025-05-02,Oracle Park,81,1013.7,0.0
778083,2025-05-02,Globe Life Field,66,992.0,0.8
778084,2025-05-02,Busch Stadium,71,993.4,0.0
778085,2025-05-02,Angel Stadium,68,1006.5,0.0
778086,2025-05-02,Citizens Bank Park,32,1009.8,0.0
778087,2025-05-02,Great American Ball Park,80,991.2,3.1
778088,2025-05-02,Yankee Stadium,52,1008.9,0.0
778089,2025-05-02,Fenway Park,69,1008.8,0.0
778090,2025-05-02,PNC Park,90,984.3,2.1
778091,2025-05-02,loanDepot Park,56,1015.1,0.0
778092,2025-05-02,Truist Park,62,977.3,10.4
778093,2025-05-02,Oriole Park at Camden Yards,25,1009.0,0.1
778064,2025-05-03,Rogers Centre,65,1006.0,0.0
778065,2025-05-03,PNC Park,77,984.1,3.2
778066,2025-05-03,Rate Field,79,994.4,0.0
778067,2025-05-03,Angel Stadium,71,1005.4,0.0
778069,2025-05-03,Oracle Park,60,1013.5,0.0
778070,2025-05-03,Globe Life Field,50,995.3,0.0
778071,2025-05-03,American Family Field,82,993.8,0.0
778072,2025-05-03,Oriole Park at Camden Yards,84,1010.9,8.0
778073,2025-05-03,Fenway Park,53,1009.6,0.0
778074,2025-05-03,Yankee Stadium,48,1009.7,11.2
778075,2025-05-03,loanDepot Park,61,1015.7,0.0
778076,2025-05-03,Truist Park,82,972.5,6.3
778077,2025-05-03,Great American Ball Park,89,989.1,0.1
778078,2025-05-03,Citizens Bank Park,80,1011.1,1.9
778048,2025-05-04,Oracle Park,49,1007.5,0.0
778050,2025-05-04,Angel Stadium,57,1001.9,0.0
778051,2025-05-04,PNC Park,80,981.8,0.4
778052,2025-05-04,Globe Life Field,40,996.3,0.0
778053,2025-05-04,Busch Stadium,58,997.3,0.0
778054,2025-05-04,American Family Field,52,993.2,0.0
778055,2025-05-04,Rate Field,71,993.2,0.0
778056,2025-05-04,Rogers Centre,57,1006.7,0.0
778057,2025-05-04,Yankee Stadium,81,1012.6,2.6
778058,2025-05-04,Great American Ball Park,78,989.0,0.6000000000000001
778059,2025-05-04,Citizens Bank Park,83,1011.3,4.1
778060,2025-05-04,Truist Park,52,974.4,0.0
778061,2025-05-04,loanDepot Park,67,1014.0,1.1
778062,2025-05-04,Oriole Park at Camden Yards,94,1009.6,2.1
778063,2025-05-04,Fenway Park,54,1013.1,1.6
778068,2025-05-04,Busch Stadium,57,995.5,0.0
778036,2025-05-05,Busch Stadium,71,997.4,0.0
778038,2025-05-05,Sutter Health Park,14,1004.8,0.0
778039,2025-05-05,Chase Field,47,967.6,0.1
778042,2025-05-05,American Family Field,84,993.4,0.0
778043,2025-05-05,Kauffman Stadium,54,981.5,0.0
778044,2025-05-05,Wrigley Field,88,993.3,0.0
778045,2025-05-05,Yankee Stadium,98,1018.0,2.3
778047,2025-05-05,loanDepot Park,77,1014.4,0.2
778049,2025-05-05,Truist Park,47,978.1,0.0
778024,2025-05-06,Sutter Health Park,14,1007.8,0.0
778025,2025-05-06,Angel Stadium,70,1009.0,0.0
778026,2025-05-06,Nationals Park,76,1015.0,0.6000000000000001
778027,2025-05-06,Wrigley Field,62,993.2,0.0
778028,2025-05-06,Target Field,17,985.8,0.0
778030,2025-05-06,Busch Stadium,66,999.8,0.0
778031,2025-05-06,American Family Field,82,992.2,0.0
778032,2025-05-06,Chase Field,60,971.5,0.0
778033,2025-05-06,Kauffman Stadium,59,983.6,0.0
778034,2025-05-06,Truist Park,45,980.3,0.0
778035,2025-05-06,loanDepot Park,68,1016.1,0.0
778037,2025-05-06,Fenway Park,89,1015.9,0.6000000000000001
778040,2025-05-06,George M. Steinbrenner Field,44,1014.2,0.5
778041,2025-05-06,Yankee Stadium,84,1012.8,0.5
778046,2025-05-06,Nationals Park,76,1015.0,0.6000000000000001
778009,2025-05-07,Angel Stadium,61,1009.7,0.0
778010,2025-05-07,Sutter Health Park,39,1016.3,0.0
778011,2025-05-07,Target Field,36,991.3,0.0
778012,2025-05-07,Kauffman Stadium,71,983.0,0.0
778013,2025-05-07,Coors Field,76,845.9,0.0
778014,2025-05-07,Chase Field,33,974.9,0.0
778015,2025-05-07,American Family Field,61,997.8,0.0
778016,2025-05-07,Busch Stadium,53,999.5,0.0
778017,2025-05-07,loanDepot Park,55,1017.4,0.0
778018,2025-05-07,Fenway Park,61,1011.0,0.0
778019,2025-05-07,Yankee Stadium,72,1013.4,0.0
778020,2025-05-07,Wrigley Field,76,997.3,0.0
778021,2025-05-07,George M. Steinbrenner Field,59,1014.0,0.0
778022,2025-05-07,Nationals Park,57,1017.0,0.0
778023,2025-05-07,Truist Park,68,979.5,0.0
777999,2025-05-08,Chase Field,15,972.8,0.0
778000,2025-05-08,Angel Stadium,52,1009.2,0.0
778003,2025-05-08,Truist Park,65,976.8,0.0
778004,2025-05-08,Coors Field,45,849.3,0.0
778005,2025-05-08,George M. Steinbrenner Field,63,1014.0,0.0
778006,2025-05-08,Fenway Park,64,1015.3,0.0
778007,2025-05-08,Target Field,29,994.5,0.0
778008,2025-05-08,Kauffman Stadium,59,987.2,0.1
778029,2025-05-08,Coors Field,45,849.3,0.0
777984,2025-05-09,T-Mobile Park,38,1017.2,0.0
777986,2025-05-09,Angel Stadium,29,1005.4,0.0
777988,2025-05-09,Chase Field,10,971.3,0.0
777989,2025-05-09,Daikin Park,57,1010.6,0.0
777990,2025-05-09,Kauffman Stadium,41,989.3,0.0
777991,2025-05-09,Rate Field,24,1000.3,0.0
777992,2025-05-09,Target Field,30,988.8,0.0
777993,2025-05-09,Coors Field,50,851.4,0.0
777994,2025-05-09,Sutter Health Park,12,1012.4,0.0
777995,2025-05-09,Nationals Park,69,1014.5,0.0
777996,2025-05-09,Comerica Park,41,999.2,0.0
777997,2025-05-09,Progressive Field,63,996.0,0.0
777998,2025-05-09,PNC Park,47,990.9,0.0
778001,2025-05-09,Citi Field,92,1008.5,1.3
778002,2025-05-09,George M. Steinbrenner Field,66,1012.3,0.7
777970,2025-05-10,T-Mobile Park,41,1013.1,0.0
777972,2025-05-10,Sutter Health Park,11,1011.7,0.0
777973,2025-05-10,Angel Stadium,24,1003.7,0.0
777974,2025-05-10,Target Field,24,993.1,0.0
777975,2025-05-10,Chase Field,8,972.3,0.0
777976,2025-05-10,Coors Field,39,848.3,0.0
777977,2025-05-10,Kauffman Stadium,40,989.8,0.0
777978,2025-05-10,Rate Field,58,1003.3,0.0
777979,2025-05-10,Daikin Park,57,1011.7,0.3
777980,2025-05-10,Nationals Park,34,1019.7,0.0
777981,2025-05-10,George M. Steinbrenner Field,51,1014.3,1.6
777982,2025-05-10,Citi Field,47,1015.5,0.0
777983,2025-05-10,Progressive Field,54,995.3,0.0
777985,2025-05-10,PNC Park,37,994.1,0.0
777987,2025-05-10,Comerica Park,56,999.4,0.0
777954,2025-05-11,Chase Field,6,972.6,0.0
777955,2025-05-11,Coors Field,14,847.0,0.0
777956,2025-05-11,Target Field,21,989.0,0.0
777957,2025-05-11,Sutter Health Park,25,1013.0,0.0
777958,2025-05-11,T-Mobile Park,58,1007.2,1.1
777961,2025-05-11,Angel Stadium,25,1005.7,0.0
777962,2025-05-11,Nationals Park,37,1023.4,0.0
777963,2025-05-11,Daikin Park,50,1013.5,0.0
777964,2025-05-11,George M. Steinbrenner Field,87,1017.1,2.0
777965,2025-05-11,Kauffman Stadium,29,989.6,0.0
777966,2025-05-11,Rate Field,43,1004.0,0.0
777967,2025-05-11,PNC Park,46,998.1,0.0
777968,2025-05-11,Citi Field,45,1022.3,0.0
777969,2025-05-11,Comerica Park,44,1006.9,0.0
777971,2025-05-11,Progressive Field,74,1000.0,0.0
777939,2025-05-12,Oracle Park,73,1012.5,0.0
777941,2025-05-12,T-Mobile Park,38,1007.7,0.0
777947,2025-05-12,Petco Park,69,1012.8,0.0
777948,2025-05-12,Daikin Park,53,1006.8,0.0
777949,2025-05-12,Globe Life Field,37,988.6,0.0
777950,2025-05-12,Citi Field,70,1021.4,0.0
777951,2025-05-12,Comerica Park,48,995.1,0.0
777952,2025-05-12,Wrigley Field,57,990.0,0.0
777953,2025-05-12,Citizens Bank Park,48,1020.7,0.0
777959,2025-05-12,Truist Park,67,974.1,0.8
777960,2025-05-12,Progressive Field,75,992.4,0.0
777926,2025-05-13,T-Mobile Park,64,1015.4,0.0
777930,2025-05-13,Oracle Park,67,1016.0,0.0
777931,2025-05-13,Daikin Park,55,1003.5,0.0
777932,2025-05-13,Petco Park,60,1014.8,0.0
777934,2025-05-13,Globe Life Field,21,979.8,0.0
777935,2025-05-13,Rogers Centre,89,1005.8,3.3
777936,2025-05-13,Wrigley Field,94,986.0,0.0
777937,2025-05-13,Dodger Stadium,48,996.4,0.0
777940,2025-05-13,Comerica Park,79,988.6,0.3
777942,2025-05-13,Truist Park,78,973.3,0.1
777943,2025-05-13,Citi Field,88,1019.9,0.6000000000000001
777944,2025-05-13,Progressive Field,87,984.9,0.0
777945,2025-05-13,Great American Ball Park,82,988.8,0.1
777914,2025-05-14,Petco Park,76,1014.6,0.0
777915,2025-05-14,T-Mobile Park,75,1017.7,0.0
777916,2025-05-14,Oracle Park,54,1017.6,0.0
777917,2025-05-14,Dodger Stadium,35,996.7,0.0
777918,2025-05-14,Globe Life Field,36,980.7,0.0
777919,2025-05-14,Citi Field,90,1014.2,4.9
777920,2025-05-14,Daikin Park,56,1003.1,0.0
777921,2025-05-14,Wrigley Field,93,984.0,0.0
777922,2025-05-14,Citizens Bank Park,82,1014.3,0.5
777923,2025-05-14,Rogers Centre,80,1002.9,0.0
777924,2025-05-14,Oriole Park at Camden Yards,80,1012.4,0.2
777925,2025-05-14,Progressive Field,76,986.5,0.2
777927,2025-05-14,Comerica Park,63,987.5,0.3
777928,2025-05-14,Great American Ball Park,75,988.9,0.3
777929,2025-05-14,Truist Park,58,973.6,0.0
777933,2025-05-14,Citizens Bank Park,90,1011.6,0.0
777938,2025-05-14,Oriole Park at Camden Yards,80,1012.4,0.2
777909,2025-05-15,Truist Park,57,977.7,0.0
777910,2025-05-15,Globe Life Field,55,986.7,0.1
777911,2025-05-15,Oriole Park at Camden Yards,75,1010.2,0.3
777912,2025-05-15,Great American Ball Park,68,988.1,1.0
777913,2025-05-15,Rogers Centre,80,1001.2,0.0
777946,2025-05-15,Dodger Stadium,56,995.6,0.0
777891,2025-05-16,Oracle Park,72,1010.6,0.0
777895,2025-05-16,Globe Life Field,71,987.3,0.0
777896,2025-05-16,Petco Park,71,1012.7,0.0
777897,2025-05-16,Chase Field,8,967.9,0.0
777898,2025-05-16,American Family Field,58,971.1,0.6
777899,2025-05-16,Dodger Stadium,68,994.9,0.0
777900,2025-05-16,Wrigley Field,28,978.1,0.0
777901,2025-05-16,Kauffman Stadium,29,972.1,0.0
777902,2025-05-16,Great American Ball Park,78,983.3,1.0
777903,2025-05-16,loanDepot Park,64,1015.5,0.0
777904,2025-05-16,Yankee Stadium,95,1004.9,0.0
777905,2025-05-16,Citizens Bank Park,86,1003.9,0.3
777906,2025-05-16,Rogers Centre,30,992.2,0.0
777907,2025-05-16,Oriole Park at Camden Yards,78,1004.2,0.0
777908,2025-05-16,Fenway Park,79,1004.1,0.0
777875,2025-05-17,Petco Park,77,1013.2,1.1
777879,2025-05-17,Oracle Park,70,1012.0,0.0
777881,2025-05-17,Wrigley Field,58,982.7,0.0
777882,2025-05-17,Globe Life Field,76,988.0,0.0
777883,2025-05-17,American Family Field,52,983.6,0.0
777884,2025-05-17,Dodger Stadium,74,995.4,0.0
777885,2025-05-17,Kauffman Stadium,27,979.5,0.0
777886,2025-05-17,Rogers Centre,82,987.2,5.199999999999999
777887,2025-05-17,Chase Field,14,965.9,0.0
777888,2025-05-17,Yankee Stadium,75,999.8,0.0
777889,2025-05-17,loanDepot Park,56,1017.3,0.0
777890,2025-05-17,Oriole Park at Camden Yards,53,1000.9,0.0
777892,2025-05-17,Great American Ball Park,59,988.9,0.0
777893,2025-05-17,Fenway Park,83,996.8,0.0
777894,2025-05-17,Citizens Bank Park,48,998.6,0.0
777864,2025-05-18,Kauffman Stadium,27,980.7,0.0
777865,2025-05-18,American Family Field,62,992.8,0.0
777866,2025-05-18,Dodger Stadium,34,995.8,0.0
777867,2025-05-18,Oracle Park,46,1016.4,0.0
777868,2025-05-18,Petco Park,65,1014.0,0.0
777869,2025-05-18,Globe Life Field,77,988.7,9.4
777870,2025-05-18,Chase Field,18,969.5,0.0
777871,2025-05-18,Rogers Centre,56,997.0,0.0
777872,2025-05-18,Wrigley Field,74,993.9,0.0
777873,2025-05-18,Oriole Park at Camden Yards,43,1005.9,0.0
777874,2025-05-18,Great American Ball Park,55,994.7,0.0
777876,2025-05-18,Fenway Park,59,997.0,0.2
777877,2025-05-18,loanDepot Park,58,1016.7,0.0
777878,2025-05-18,Yankee Stadium,57,1001.1,0.0
777880,2025-05-18,Citizens Bank Park,42,1004.0,0.1
777852,2025-05-19,Coors Field,22,835.8,0.0
777853,2025-05-19,Sutter Health Park,33,1013.3,0.0
777854,2025-05-19,Dodger Stadium,41,995.0,0.0
777855,2025-05-19,Oracle Park,60,1015.9,0.0
777856,2025-05-19,Fenway Park,60,1006.3,0.0
777857,2025-05-19,Rate Field,79,993.9,0.0
777858,2025-05-19,George M. Steinbrenner Field,54,1011.4,0.0
777859,2025-05-19,PNC Park,54,987.8,0.0
777860,2025-05-19,American Family Field,73,993.4,0.0
777861,2025-05-19,Target Field,59,980.5,7.8
777862,2025-05-19,Busch Stadium,80,990.5,7.1000000000000005
777863,2025-05-19,loanDepot Park,65,1013.6,0.0
777836,2025-05-20,Oracle Park,56,1014.4,0.0
777838,2025-05-20,Dodger Stadium,29,993.4,0.0
777840,2025-05-20,Busch Stadium,67,985.9,0.0
777841,2025-05-20,Nationals Park,45,1012.6,0.0
777842,2025-05-20,Coors Field,12,841.1,0.0
777843,2025-05-20,Sutter Health Park,9,1012.2,0.0
777844,2025-05-20,American Family Field,85,985.0,0.5
777845,2025-05-20,Rogers Centre,48,1006.7,0.0
777846,2025-05-20,Rate Field,90,982.2,1.2000000000000002
777847,2025-05-20,PNC Park,58,984.1,0.9
777848,2025-05-20,George M. Steinbrenner Field,49,1011.3,0.0
777849,2025-05-20,Yankee Stadium,51,1014.3,0.0
777850,2025-05-20,loanDepot Park,63,1013.3,0.0
777851,2025-05-20,Fenway Park,81,1015.1,0.0
777819,2025-05-21,Oracle Park,49,1014.6,0.0
777823,2025-05-21,Coors Field,10,844.0,0.0
777824,2025-05-21,Dodger Stadium,32,993.7,0.0
777826,2025-05-21,American Family Field,91,984.9,2.4000000000000004
777827,2025-05-21,Busch Stadium,48,994.8,0.0
777828,2025-05-21,Sutter Health Park,18,1010.2,0.0
777829,2025-05-21,Target Field,82,982.7,1.1
777830,2025-05-21,Rate Field,85,985.2,0.8
777831,2025-05-21,Fenway Park,76,1016.2,0.0
777832,2025-05-21,George M. Steinbrenner Field,43,1013.7,0.0
777833,2025-05-21,loanDepot Park,59,1015.3,0.6000000000000001
777834,2025-05-21,PNC Park,67,977.8,0.2
777835,2025-05-21,Yankee Stadium,70,1013.5,0.2
777837,2025-05-21,Rogers Centre,97,996.7,3.9
777812,2025-05-22,Sutter Health Park,18,1012.4,0.0
777814,2025-05-22,PNC Park,91,981.9,0.6000000000000001
777816,2025-05-22,Rogers Centre,100,994.5,8.4
777817,2025-05-22,Coors Field,28,847.0,0.0
777818,2025-05-22,Yankee Stadium,79,1008.5,0.1
777820,2025-05-22,Nationals Park,75,1008.1,0.1
777821,2025-05-22,Comerica Park,78,989.2,0.1
777822,2025-05-22,Daikin Park,78,1011.3,0.0
777797,2025-05-23,Busch Stadium,52,1001.3,0.0
777798,2025-05-23,Angel Stadium,69,1006.7,0.0
777799,2025-05-23,Target Field,45,989.3,0.0
