GamePk,Season,Date,DayNight,AwayTeam,HomeTeam,AwayScore,HomeScore,Venue,Temp,Condition,WindSpeed,WindDir
746664,2024,2024-09-05,day,HOU,CIN,0,1,Great American Ball Park,85,Sunny,2,In From RF
747073,2024,2024-09-05,night,COL,ATL,3,1,Truist Park,81,Partly Cloudy,8,L To R
744967,2024,2024-09-06,night,LAA,TEX,5,1,Globe Life Field,74,Roof Closed,0,None
745131,2024,2024-09-06,night,SEA,STL,6,1,Busch Stadium,76,Partly Cloudy,15,In From LF
745371,2024,2024-09-06,night,SF,SD,1,5,Petco Park,79,Partly Cloudy,8,L To R
745611,2024,2024-09-06,night,DET,OAK,6,7,Oakland Coliseum,73,Clear,7,Varies
745777,2024,2024-09-06,night,CIN,NYM,4,6,Citi Field,74,Clear,6,Out To LF
745941,2024,2024-09-06,night,COL,MIL,3,2,American Family Field,72,Roof Closed,2,L To R
746016,2024,2024-09-06,night,PHI,MIA,16,2,loanDepot Park,72,Roof Closed,0,None
746104,2024,2024-09-06,night,CLE,LAD,3,1,Dodger Stadium,87,Clear,8,Out To CF
746257,2024,2024-09-06,night,MIN,KC,0,5,Kauffman Stadium,76,Clear,16,L To R
746343,2024,2024-09-06,night,AZ,HOU,0,8,Daikin Park,73,Roof Closed,0,None
746832,2024,2024-09-06,day,NYY,CHC,3,0,Wrigley Field,68,Partly Cloudy,16,L To R
746912,2024,2024-09-06,night,CWS,BOS,1,3,Fenway Park,71,Partly Cloudy,4,Out To LF
746993,2024,2024-09-06,night,TB,BAL,0,2,Oriole Park at Camden Yards,76,Partly Cloudy,6,Out To LF
747074,2024,2024-09-06,night,TOR,ATL,1,3,Truist Park,72,Overcast,1,L To R
744963,2024,2024-09-07,night,LAA,TEX,4,6,Globe Life Field,85,Clear,14,In From CF
745125,2024,2024-09-07,night,SEA,STL,0,2,Busch Stadium,73,Clear,11,L To R
745372,2024,2024-09-07,night,SF,SD,6,3,Petco Park,88,Clear,6,L To R
745455,2024,2024-09-07,day,WSH,PIT,5,3,PNC Park,66,Partly Cloudy,10,L To R
745456,2024,2024-09-07,night,WSH,PIT,8,6,PNC Park,65,Partly Cloudy,14,Out To CF
745613,2024,2024-09-07,day,DET,OAK,2,1,Oakland Coliseum,74,Sunny,10,Out To RF
745775,2024,2024-09-07,day,CIN,NYM,0,4,Citi Field,65,Cloudy,10,L To R
745942,2024,2024-09-07,night,COL,MIL,2,5,American Family Field,64,Roof Closed,0,None
746018,2024,2024-09-07,day,PHI,MIA,5,9,loanDepot Park,72,Roof Closed,0,None
746099,2024,2024-09-07,night,CLE,LAD,2,7,Dodger Stadium,92,Partly Cloudy,4,L To R
746259,2024,2024-09-07,night,MIN,KC,2,4,Kauffman Stadium,75,Clear,9,R To L
746344,2024,2024-09-07,day,AZ,HOU,5,11,Daikin Park,73,Roof Closed,0,None
746829,2024,2024-09-07,day,NYY,CHC,2,0,Wrigley Field,63,Partly Cloudy,8,In From LF
746911,2024,2024-09-07,night,CWS,BOS,5,7,Fenway Park,71,Cloudy,5,In From LF
746986,2024,2024-09-07,day,TB,BAL,7,1,Oriole Park at Camden Yards,68,Overcast,3,L To R
747076,2024,2024-09-07,night,TOR,ATL,9,5,Truist Park,78,Partly Cloudy,11,Out To LF
744965,2024,2024-09-08,day,LAA,TEX,4,7,Globe Life Field,81,Sunny,11,Varies
745128,2024,2024-09-08,day,SEA,STL,10,4,Busch Stadium,72,Sunny,1,In From RF
745368,2024,2024-09-08,day,SF,SD,7,6,Petco Park,91,Sunny,9,L To R
745453,2024,2024-09-08,day,WSH,PIT,3,7,PNC Park,66,Sunny,9,Out To CF
745616,2024,2024-09-08,day,DET,OAK,9,1,Oakland Coliseum,76,Sunny,9,Out To RF
745774,2024,2024-09-08,day,CIN,NYM,3,1,Citi Field,68,Sunny,10,Out To RF
745940,2024,2024-09-08,day,COL,MIL,4,1,American Family Field,70,Partly Cloudy,11,In From RF
746017,2024,2024-09-08,day,PHI,MIA,1,10,loanDepot Park,72,Roof Closed,0,None
746098,2024,2024-09-08,day,CLE,LAD,0,4,Dodger Stadium,103,Sunny,5,L To R
746258,2024,2024-09-08,day,MIN,KC,0,2,Kauffman Stadium,73,Sunny,6,R To L
746345,2024,2024-09-08,night,AZ,HOU,12,6,Daikin Park,0,Roof Closed,0,None
746827,2024,2024-09-08,day,NYY,CHC,1,2,Wrigley Field,70,Sunny,8,Out To RF
746910,2024,2024-09-08,day,CWS,BOS,7,2,Fenway Park,69,Sunny,11,Out To RF
746989,2024,2024-09-08,day,TB,BAL,2,0,Oriole Park at Camden Yards,66,Sunny,6,Out To RF
747072,2024,2024-09-08,day,TOR,ATL,3,4,Truist Park,76,Partly Cloudy,12,L To R
744888,2024,2024-09-09,night,NYM,TOR,3,2,Rogers Centre,68,Roof Closed,0,None
745454,2024,2024-09-09,night,MIA,PIT,2,3,PNC Park,75,Clear,10,Out To LF
745534,2024,2024-09-09,night,TB,PHI,1,2,Citizens Bank Park,76,Partly Cloudy,12,Out To RF
745698,2024,2024-09-09,night,KC,NYY,4,10,Yankee Stadium,74,Clear,9,R To L
745860,2024,2024-09-09,night,LAA,MIN,6,2,Target Field,80,Clear,7,R To L
746101,2024,2024-09-09,night,CHC,LAD,10,4,Dodger Stadium,94,Clear,7,L To R
746746,2024,2024-09-09,night,CLE,CWS,5,3,Rate Field,79,Clear,9,Out To LF
746909,2024,2024-09-09,night,BAL,BOS,3,12,Fenway Park,71,Partly Cloudy,6,Out To LF
747090,2024,2024-09-09,night,CIN,ATL,1,0,Truist Park,83,Clear,8,Out To RF
744807,2024,2024-09-10,night,ATL,WSH,12,0,Nationals Park,82,Clear,7,In From LF
744886,2024,2024-09-10,night,NYM,TOR,2,6,Rogers Centre,71,Partly Cloudy,5,Out To CF
745126,2024,2024-09-10,night,CIN,STL,3,0,Busch Stadium,82,Clear,6,In From RF
745210,2024,2024-09-10,night,SD,SEA,7,3,T-Mobile Park,67,Cloudy,0,Calm
745291,2024,2024-09-10,night,MIL,SF,3,2,Oracle Park,60,Cloudy,16,Out To CF
745446,2024,2024-09-10,night,MIA,PIT,4,6,PNC Park,79,Clear,3,Out To LF
745535,2024,2024-09-10,night,TB,PHI,4,9,Citizens Bank Park,80,Clear,7,In From CF
745694,2024,2024-09-10,night,KC,NYY,5,0,Yankee Stadium,76,Clear,6,Out To RF
745856,2024,2024-09-10,night,LAA,MIN,5,10,Target Field,78,Partly Cloudy,10,R To L
746097,2024,2024-09-10,night,CHC,LAD,6,3,Dodger Stadium,75,Clear,6,Out To CF
746346,2024,2024-09-10,night,OAK,HOU,4,3,Daikin Park,73,Roof Closed,0,None
746428,2024,2024-09-10,night,COL,DET,0,11,Comerica Park,77,Clear,8,In From CF
746747,2024,2024-09-10,night,CLE,CWS,5,0,Rate Field,80,Clear,3,In From RF
746907,2024,2024-09-10,night,BAL,BOS,5,3,Fenway Park,74,Clear,7,In From LF
747152,2024,2024-09-10,night,TEX,AZ,0,6,Chase Field,78,Roof Closed,0,None
744804,2024,2024-09-11,night,ATL,WSH,1,5,Nationals Park,79,Clear,4,Out To LF
744881,2024,2024-09-11,day,NYM,TOR,6,2,Rogers Centre,68,Sunny,6,R To L
745127,2024,2024-09-11,night,CIN,STL,1,2,Busch Stadium,86,Partly Cloudy,7,In From RF
745214,2024,2024-09-11,night,SD,SEA,2,5,T-Mobile Park,62,Partly Cloudy,5,L To R
745285,2024,2024-09-11,night,MIL,SF,2,13,Oracle Park,67,Clear,21,Out To CF
745450,2024,2024-09-11,day,MIA,PIT,1,3,PNC Park,80,Sunny,0,Calm
745525,2024,2024-09-11,night,TB,PHI,2,3,Citizens Bank Park,79,Clear,6,R To L
745697,2024,2024-09-11,night,KC,NYY,3,4,Yankee Stadium,73,Clear,8,In From CF
745857,2024,2024-09-11,night,LAA,MIN,4,6,Target Field,85,Clear,6,Out To LF
746100,2024,2024-09-11,night,CHC,LAD,8,10,Dodger Stadium,70,Clear,7,Out To CF
746342,2024,2024-09-11,night,OAK,HOU,5,4,Daikin Park,73,Roof Closed,0,None
746425,2024,2024-09-11,night,COL,DET,4,7,Comerica Park,82,Clear,7,In From RF
746745,2024,2024-09-11,day,CLE,CWS,6,4,Rate Field,81,Partly Cloudy,6,Out To CF
746908,2024,2024-09-11,night,BAL,BOS,3,5,Fenway Park,72,Clear,3,Out To CF
747154,2024,2024-09-11,day,TEX,AZ,4,14,Chase Field,78,Roof Closed,0,None
744805,2024,2024-09-12,night,MIA,WSH,6,3,Nationals Park,79,Clear,4,Out To LF
745129,2024,2024-09-12,day,CIN,STL,1,6,Busch Stadium,82,Cloudy,6,Out To LF
745208,2024,2024-09-12,night,TEX,SEA,5,4,T-Mobile Park,69,Partly Cloudy,1,In From LF
745288,2024,2024-09-12,night,MIL,SF,3,0,Oracle Park,65,Clear,10,Varies
745695,2024,2024-09-12,night,BOS,NYY,1,2,Yankee Stadium,72,Partly Cloudy,8,R To L
746337,2024,2024-09-12,day,OAK,HOU,3,6,Daikin Park,73,Roof Closed,0,None
746427,2024,2024-09-12,day,COL,DET,4,2,Comerica Park,82,Sunny,5,Out To CF
746591,2024,2024-09-12,night,TB,CLE,5,2,Progressive Field,76,Clear,8,In From CF
744800,2024,2024-09-13,night,MIA,WSH,1,4,Nationals Park,79,Partly Cloudy,11,In From RF
744882,2024,2024-09-13,night,STL,TOR,3,4,Rogers Centre,67,Partly Cloudy,9,R To L
745207,2024,2024-09-13,night,TEX,SEA,4,5,T-Mobile Park,61,Roof Closed,0,None
745286,2024,2024-09-13,night,SD,SF,5,0,Oracle Park,62,Clear,14,Out To CF
745447,2024,2024-09-13,night,KC,PIT,8,3,PNC Park,81,Clear,9,In From LF
745529,2024,2024-09-13,night,NYM,PHI,11,3,Citizens Bank Park,82,Partly Cloudy,5,R To L
745696,2024,2024-09-13,night,BOS,NYY,4,5,Yankee Stadium,74,Clear,7,In From RF
745855,2024,2024-09-13,night,CIN,MIN,8,4,Target Field,78,Partly Cloudy,10,R To L
746181,2024,2024-09-13,night,HOU,LAA,5,3,Angel Stadium,73,Clear,8,Out To RF
746423,2024,2024-09-13,night,BAL,DET,0,1,Comerica Park,81,Clear,13,In From LF
746509,2024,2024-09-13,night,CHC,COL,5,9,Coors Field,80,Cloudy,7,R To L
746586,2024,2024-09-13,night,TB,CLE,3,1,Progressive Field,76,Clear,10,In From CF
746744,2024,2024-09-13,night,OAK,CWS,2,0,Rate Field,78,Partly Cloudy,12,L To R
747069,2024,2024-09-13,night,LAD,ATL,2,6,Truist Park,72,Overcast,11,L To R
747153,2024,2024-09-13,night,MIL,AZ,2,1,Chase Field,78,Roof Closed,0,None
744803,2024,2024-09-14,day,MIA,WSH,1,4,Nationals Park,81,Sunny,11,R To L
744884,2024,2024-09-14,day,STL,TOR,2,7,Rogers Centre,68,Sunny,9,L To R
745209,2024,2024-09-14,night,TEX,SEA,4,5,T-Mobile Park,57,Roof Closed,3,In From CF
745284,2024,2024-09-14,night,SD,SF,8,0,Oracle Park,59,Clear,14,Out To CF
745448,2024,2024-09-14,day,KC,PIT,5,1,PNC Park,82,Sunny,7,Out To LF
745528,2024,2024-09-14,day,NYM,PHI,4,6,Citizens Bank Park,86,Partly Cloudy,11,R To L
745689,2024,2024-09-14,day,BOS,NYY,7,1,Yankee Stadium,77,Sunny,10,In From CF
745858,2024,2024-09-14,night,CIN,MIN,11,1,Target Field,76,Overcast,6,R To L
746177,2024,2024-09-14,night,HOU,LAA,5,3,Angel Stadium,72,Clear,8,R To L
746422,2024,2024-09-14,night,BAL,DET,4,2,Comerica Park,81,Clear,9,In From LF
746508,2024,2024-09-14,night,CHC,COL,5,6,Coors Field,87,Clear,9,R To L
746584,2024,2024-09-14,night,TB,CLE,1,6,Progressive Field,80,Clear,8,In From CF
746740,2024,2024-09-14,night,OAK,CWS,6,7,Rate Field,81,Partly Cloudy,9,L To R
747070,2024,2024-09-14,night,LAD,ATL,1,10,Truist Park,71,Cloudy,10,L To R
747148,2024,2024-09-14,night,MIL,AZ,15,8,Chase Field,78,Roof Closed,0,None
744801,2024,2024-09-15,day,MIA,WSH,3,4,Nationals Park,79,Sunny,8,In From RF
744883,2024,2024-09-15,day,STL,TOR,2,3,Rogers Centre,74,Sunny,7,Out To LF
745206,2024,2024-09-15,day,TEX,SEA,0,7,T-Mobile Park,58,Cloudy,9,Out To CF
745287,2024,2024-09-15,day,SD,SF,4,3,Oracle Park,61,Partly Cloudy,20,Out To CF
745449,2024,2024-09-15,day,KC,PIT,3,4,PNC Park,83,Sunny,9,In From CF
745530,2024,2024-09-15,day,NYM,PHI,1,2,Citizens Bank Park,83,Partly Cloudy,10,In From RF
745693,2024,2024-09-15,day,BOS,NYY,2,5,Yankee Stadium,74,Sunny,9,In From LF
745852,2024,2024-09-15,day,CIN,MIN,2,9,Target Field,81,Partly Cloudy,10,R To L
746180,2024,2024-09-15,day,HOU,LAA,6,4,Angel Stadium,76,Cloudy,6,Out To CF
746419,2024,2024-09-15,day,BAL,DET,2,4,Comerica Park,81,Sunny,7,In From CF
746506,2024,2024-09-15,day,CHC,COL,6,2,Coors Field,83,Partly Cloudy,3,R To L
746585,2024,2024-09-15,day,TB,CLE,0,2,Progressive Field,82,Sunny,2,Calm
746741,2024,2024-09-15,day,OAK,CWS,3,4,Rate Field,90,Sunny,3,L To R
747071,2024,2024-09-15,night,LAD,ATL,9,2,Truist Park,78,Partly Cloudy,11,L To R
747151,2024,2024-09-15,day,MIL,AZ,10,11,Chase Field,77,Roof Closed,0,None
745130,2024,2024-09-16,night,PIT,STL,0,4,Busch Stadium,80,Partly Cloudy,5,In From LF
745367,2024,2024-09-16,night,HOU,SD,1,3,Petco Park,67,Partly Cloudy,14,L To R
745773,2024,2024-09-16,night,WSH,NYM,1,2,Citi Field,73,Cloudy,6,R To L
745939,2024,2024-09-16,night,PHI,MIL,2,6,American Family Field,74,Partly Cloudy,8,In From CF
746179,2024,2024-09-16,night,CWS,LAA,8,4,Angel Stadium,68,Partly Cloudy,12,Out To CF
746260,2024,2024-09-16,night,DET,KC,7,6,Kauffman Stadium,86,Partly Cloudy,10,R To L
746502,2024,2024-09-16,night,AZ,COL,2,3,Coors Field,80,Partly Cloudy,8,L To R
746588,2024,2024-09-16,night,MIN,CLE,3,4,Progressive Field,77,Clear,15,R To L
746828,2024,2024-09-16,night,OAK,CHC,2,9,Wrigley Field,79,Partly Cloudy,6,In From RF
747067,2024,2024-09-16,night,LAD,ATL,9,0,Truist Park,79,Clear,8,Out To RF
744961,2024,2024-09-17,night,TOR,TEX,8,13,Globe Life Field,74,Roof Closed,0,None
745044,2024,2024-09-17,night,BOS,TB,3,8,Tropicana Field,72,Dome,0,None
745122,2024,2024-09-17,night,PIT,STL,1,3,Busch Stadium,85,Clear,5,R To L
745205,2024,2024-09-17,night,NYY,SEA,11,2,T-Mobile Park,62,Cloudy,3,In From LF
745366,2024,2024-09-17,night,HOU,SD,4,3,Petco Park,70,Clear,8,L To R
745772,2024,2024-09-17,night,WSH,NYM,1,10,Citi Field,74,Cloudy,6,R To L
745935,2024,2024-09-17,night,PHI,MIL,5,1,American Family Field,76,Clear,4,L To R
746015,2024,2024-09-17,night,LAD,MIA,9,11,loanDepot Park,72,Roof Closed,0,None
746176,2024,2024-09-17,night,CWS,LAA,0,5,Angel Stadium,71,Partly Cloudy,7,Out To CF
746261,2024,2024-09-17,night,DET,KC,3,1,Kauffman Stadium,86,Clear,9,R To L
746503,2024,2024-09-17,night,AZ,COL,2,8,Coors Field,74,Clear,5,In From LF
746587,2024,2024-09-17,night,MIN,CLE,4,1,Progressive Field,76,Partly Cloudy,6,In From CF
746659,2024,2024-09-17,night,ATL,CIN,5,6,Great American Ball Park,76,Cloudy,6,L To R
746830,2024,2024-09-17,night,OAK,CHC,4,3,Wrigley Field,74,Clear,6,In From CF
746987,2024,2024-09-17,night,SF,BAL,10,0,Oriole Park at Camden Yards,75,Overcast,6,In From RF
744959,2024,2024-09-18,night,TOR,TEX,0,2,Globe Life Field,74,Roof Closed,0,None
745040,2024,2024-09-18,night,BOS,TB,2,1,Tropicana Field,72,Dome,0,None
745121,2024,2024-09-18,night,PIT,STL,5,10,Busch Stadium,80,Partly Cloudy,5,Out To LF
745199,2024,2024-09-18,night,NYY,SEA,2,1,T-Mobile Park,65,Clear,2,Out To RF
745365,2024,2024-09-18,day,HOU,SD,0,4,Petco Park,71,Partly Cloudy,11,L To R
745771,2024,2024-09-18,night,WSH,NYM,0,10,Citi Field,72,Cloudy,7,In From CF
745933,2024,2024-09-18,night,PHI,MIL,1,2,American Family Field,73,Clear,8,In From LF
746014,2024,2024-09-18,night,LAD,MIA,8,4,loanDepot Park,72,Roof Closed,0,None
746172,2024,2024-09-18,day,CWS,LAA,3,4,Angel Stadium,75,Partly Cloudy,8,Out To CF
746254,2024,2024-09-18,night,DET,KC,4,2,Kauffman Stadium,86,Clear,11,R To L
746500,2024,2024-09-18,day,AZ,COL,9,4,Coors Field,82,Sunny,5,R To L
746582,2024,2024-09-18,night,MIN,CLE,4,5,Progressive Field,75,Partly Cloudy,2,In From CF
746662,2024,2024-09-18,night,ATL,CIN,7,1,Great American Ball Park,83,Partly Cloudy,7,In From LF
746831,2024,2024-09-18,day,OAK,CHC,5,3,Wrigley Field,81,Sunny,7,In From RF
746988,2024,2024-09-18,night,SF,BAL,5,3,Oriole Park at Camden Yards,75,Cloudy,6,In From CF
744962,2024,2024-09-19,day,TOR,TEX,4,0,Globe Life Field,74,Roof Closed,0,None
745041,2024,2024-09-19,night,BOS,TB,0,2,Tropicana Field,72,Dome,0,None
745120,2024,2024-09-19,night,PIT,STL,3,2,Busch Stadium,84,Clear,7,Out To LF
745204,2024,2024-09-19,day,NYY,SEA,2,3,T-Mobile Park,57,Partly Cloudy,4,Out To CF
745769,2024,2024-09-19,night,PHI,NYM,6,10,Citi Field,78,Cloudy,5,R To L
745937,2024,2024-09-19,night,AZ,MIL,5,1,American Family Field,78,Partly Cloudy,11,In From RF
746011,2024,2024-09-19,day,LAD,MIA,20,4,loanDepot Park,72,Roof Closed,0,None
746341,2024,2024-09-19,night,LAA,HOU,1,3,Daikin Park,73,Roof Closed,0,None
746579,2024,2024-09-19,day,MIN,CLE,2,3,Progressive Field,76,Sunny,4,L To R
746663,2024,2024-09-19,day,ATL,CIN,15,3,Great American Ball Park,85,Sunny,4,L To R
746823,2024,2024-09-19,night,WSH,CHC,6,7,Wrigley Field,78,Partly Cloudy,9,R To L
746985,2024,2024-09-19,day,SF,BAL,3,5,Oriole Park at Camden Yards,79,Partly Cloudy,7,In From LF
744960,2024,2024-09-20,night,SEA,TEX,8,2,Globe Life Field,74,Roof Closed,0,None
745043,2024,2024-09-20,night,TOR,TB,0,1,Tropicana Field,72,Dome,0,None
745123,2024,2024-09-20,night,CLE,STL,5,1,Busch Stadium,93,Partly Cloudy,3,R To L
745364,2024,2024-09-20,night,CWS,SD,2,3,Petco Park,68,Partly Cloudy,8,L To R
745606,2024,2024-09-20,night,NYY,OAK,4,2,Oakland Coliseum,62,Clear,10,Varies
745770,2024,2024-09-20,night,PHI,NYM,12,2,Citi Field,73,Clear,9,In From RF
745934,2024,2024-09-20,night,AZ,MIL,7,4,American Family Field,77,Clear,5,Calm
746013,2024,2024-09-20,night,ATL,MIA,3,4,loanDepot Park,72,Roof Closed,0,None
746094,2024,2024-09-20,night,COL,LAD,4,6,Dodger Stadium,68,Clear,4,Out To RF
746256,2024,2024-09-20,night,SF,KC,2,1,Kauffman Stadium,93,Clear,9,R To L
746340,2024,2024-09-20,night,LAA,HOU,7,9,Daikin Park,73,Roof Closed,0,None
746661,2024,2024-09-20,night,PIT,CIN,3,8,Great American Ball Park,87,Partly Cloudy,6,R To L
746824,2024,2024-09-20,day,WSH,CHC,1,3,Wrigley Field,82,Partly Cloudy,9,Out To RF
746905,2024,2024-09-20,night,MIN,BOS,4,2,Fenway Park,64,Cloudy,9,Out To CF
746984,2024,2024-09-20,night,DET,BAL,1,7,Oriole Park at Camden Yards,81,Clear,3,Out To LF
744958,2024,2024-09-21,night,SEA,TEX,8,4,Globe Life Field,74,Roof Closed,0,None
745038,2024,2024-09-21,day,TOR,TB,2,3,Tropicana Field,72,Dome,0,None
745124,2024,2024-09-21,night,CLE,STL,5,6,Busch Stadium,85,Overcast,4,Out To CF
745360,2024,2024-09-21,night,CWS,SD,2,6,Petco Park,70,Partly Cloudy,10,Out To RF
745610,2024,2024-09-21,night,NYY,OAK,10,0,Oakland Coliseum,66,Clear,14,Out To RF
745768,2024,2024-09-21,day,PHI,NYM,3,6,Citi Field,77,Partly Cloudy,8,In From CF
745936,2024,2024-09-21,night,AZ,MIL,5,0,American Family Field,82,Roof Closed,4,In From RF
746012,2024,2024-09-21,day,ATL,MIA,6,2,loanDepot Park,72,Roof Closed,0,None
746096,2024,2024-09-21,night,COL,LAD,6,3,Dodger Stadium,69,Clear,5,L To R
746255,2024,2024-09-21,day,SF,KC,9,0,Kauffman Stadium,87,Partly Cloudy,12,R To L
746338,2024,2024-09-21,night,LAA,HOU,4,10,Daikin Park,73,Roof Closed,0,None
746660,2024,2024-09-21,day,PIT,CIN,1,7,Great American Ball Park,84,Sunny,3,Out To CF
746826,2024,2024-09-21,day,WSH,CHC,5,1,Wrigley Field,84,Sunny,8,R To L
746983,2024,2024-09-21,day,DET,BAL,6,4,Oriole Park at Camden Yards,79,Partly Cloudy,4,R To L
744955,2024,2024-09-22,day,SEA,TEX,5,6,Globe Life Field,74,Roof Closed,0,None
745036,2024,2024-09-22,day,TOR,TB,3,4,Tropicana Field,72,Dome,0,None
745118,2024,2024-09-22,day,CLE,STL,1,2,Busch Stadium,78,Overcast,6,R To L
745358,2024,2024-09-22,day,CWS,SD,2,4,Petco Park,73,Sunny,11,L To R
745608,2024,2024-09-22,day,NYY,OAK,7,4,Oakland Coliseum,69,Sunny,7,Out To RF
745767,2024,2024-09-22,night,PHI,NYM,1,2,Citi Field,70,Cloudy,6,In From RF
745929,2024,2024-09-22,day,AZ,MIL,9,10,American Family Field,76,Roof Closed,0,None
746010,2024,2024-09-22,day,ATL,MIA,5,4,loanDepot Park,72,Roof Closed,0,None
746092,2024,2024-09-22,day,COL,LAD,5,6,Dodger Stadium,81,Sunny,4,L To R
746253,2024,2024-09-22,day,SF,KC,2,0,Kauffman Stadium,64,Drizzle,10,L To R
746339,2024,2024-09-22,day,LAA,HOU,9,8,Daikin Park,73,Roof Closed,0,None
746657,2024,2024-09-22,day,PIT,CIN,2,0,Great American Ball Park,87,Partly Cloudy,6,R To L
746825,2024,2024-09-22,day,WSH,CHC,0,5,Wrigley Field,68,Rain,2,L To R
746903,2024,2024-09-22,day,MIN,BOS,1,8,Fenway Park,66,Cloudy,10,In From RF
746906,2024,2024-09-22,night,MIN,BOS,3,9,Fenway Park,64,Cloudy,9,In From CF
746982,2024,2024-09-22,day,DET,BAL,4,3,Oriole Park at Camden Yards,75,Cloudy,5,Out To LF
744885,2024,2024-09-23,night,BOS,TOR,4,1,Rogers Centre,68,Roof Closed,0,None
745527,2024,2024-09-23,night,CHC,PHI,2,6,Citizens Bank Park,63,Cloudy,8,R To L
746334,2024,2024-09-23,night,SEA,HOU,6,1,Daikin Park,73,Roof Closed,0,None
747150,2024,2024-09-23,night,SF,AZ,6,3,Chase Field,78,Roof Closed,0,None
744802,2024,2024-09-24,night,KC,WSH,1,0,Nationals Park,66,Overcast,0,None
744876,2024,2024-09-24,night,BOS,TOR,6,5,Rogers Centre,68,Roof Closed,0,None
745441,2024,2024-09-24,night,MIL,PIT,7,2,PNC Park,73,Overcast,11,Out To LF
745526,2024,2024-09-24,night,CHC,PHI,10,4,Citizens Bank Park,66,Cloudy,10,R To L
745605,2024,2024-09-24,night,TEX,OAK,4,5,Oakland Coliseum,69,Partly Cloudy,13,Out To RF
745688,2024,2024-09-24,night,BAL,NYY,5,3,Yankee Stadium,65,Partly Cloudy,9,In From CF
745851,2024,2024-09-24,night,MIA,MIN,4,1,Target Field,72,Partly Cloudy,5,Out To RF
746093,2024,2024-09-24,night,SD,LAD,4,2,Dodger Stadium,69,Clear,7,Out To RF
746336,2024,2024-09-24,night,SEA,HOU,3,4,Daikin Park,73,Roof Closed,0,None
746421,2024,2024-09-24,day,TB,DET,1,2,Comerica Park,68,Overcast,5,L To R
746504,2024,2024-09-24,night,STL,COL,7,3,Coors Field,74,Clear,3,L To R
746581,2024,2024-09-24,night,CIN,CLE,1,6,Progressive Field,73,Cloudy,8,Out To CF
746743,2024,2024-09-24,night,LAA,CWS,2,3,Rate Field,64,Cloudy,10,Out To CF
747068,2024,2024-09-24,night,NYM,ATL,1,5,Truist Park,87,Partly Cloudy,8,L To R
747149,2024,2024-09-24,night,SF,AZ,11,0,Chase Field,78,Roof Closed,0,None
744795,2024,2024-09-25,night,KC,WSH,3,0,Nationals Park,71,Overcast,8,Out To RF
744877,2024,2024-09-25,night,BOS,TOR,1,6,Rogers Centre,72,Cloudy,16,Out To LF
745442,2024,2024-09-25,night,MIL,PIT,1,2,PNC Park,76,Overcast,7,In From CF
745521,2024,2024-09-25,night,CHC,PHI,6,9,Citizens Bank Park,66,Cloudy,9,R To L
745607,2024,2024-09-25,night,TEX,OAK,5,1,Oakland Coliseum,64,Partly Cloudy,14,Out To RF
745690,2024,2024-09-25,night,BAL,NYY,9,7,Yankee Stadium,65,Overcast,11,In From CF
745854,2024,2024-09-25,night,MIA,MIN,3,8,Target Field,76,Clear,3,Out To RF
746095,2024,2024-09-25,night,SD,LAD,3,4,Dodger Stadium,69,Clear,9,Varies
746331,2024,2024-09-25,day,SEA,HOU,8,1,Daikin Park,73,Roof Closed,0,None
746420,2024,2024-09-25,night,TB,DET,1,7,Comerica Park,75,Cloudy,7,In From RF
746501,2024,2024-09-25,night,STL,COL,5,2,Coors Field,85,Clear,5,Out To LF
746583,2024,2024-09-25,night,CIN,CLE,2,5,Progressive Field,71,Overcast,2,Calm
746742,2024,2024-09-25,night,LAA,CWS,3,4,Rate Field,70,Clear,6,In From LF
747144,2024,2024-09-25,night,SF,AZ,2,8,Chase Field,78,Roof Closed,0,None
744796,2024,2024-09-26,day,KC,WSH,7,4,Nationals Park,77,Cloudy,5,Out To CF
745443,2024,2024-09-26,day,MIL,PIT,5,2,PNC Park,70,Overcast,5,Out To CF
745609,2024,2024-09-26,day,TEX,OAK,2,3,Oakland Coliseum,67,Sunny,4,Out To RF
745691,2024,2024-09-26,night,BAL,NYY,1,10,Yankee Stadium,73,Cloudy,4,Calm
745853,2024,2024-09-26,night,MIA,MIN,8,6,Target Field,82,Clear,5,Out To LF
746088,2024,2024-09-26,night,SD,LAD,2,7,Dodger Stadium,69,Clear,7,Out To RF
746415,2024,2024-09-26,day,TB,DET,3,4,Comerica Park,72,Cloudy,8,L To R
746495,2024,2024-09-26,day,STL,COL,8,10,Coors Field,86,Sunny,3,R To L
746738,2024,2024-09-26,day,LAA,CWS,0,7,Rate Field,73,Sunny,8,In From LF
744797,2024,2024-09-27,night,PHI,WSH,1,9,Nationals Park,76,Overcast,10,R To L
744879,2024,2024-09-27,night,MIA,TOR,15,5,Rogers Centre,68,Cloudy,15,Out To LF
745202,2024,2024-09-27,night,OAK,SEA,0,2,T-Mobile Park,60,Clear,0,Calm
745280,2024,2024-09-27,night,STL,SF,6,3,Oracle Park,77,Clear,10,Out To CF
745692,2024,2024-09-27,night,PIT,NYY,4,2,Yankee Stadium,69,Partly Cloudy,5,In From CF
745847,2024,2024-09-27,night,BAL,MIN,7,2,Target Field,81,Clear,5,L To R
745930,2024,2024-09-27,night,NYM,MIL,4,8,American Family Field,68,Cloudy,11,L To R
746173,2024,2024-09-27,night,TEX,LAA,5,2,Angel Stadium,69,Partly Cloudy,6,Out To CF
