GamePk,Season,Date,DayNight,AwayTeam,HomeTeam,AwayScore,HomeScore,Venue,Temp,Condition,WindSpeed,WindDir
447106,2016,2016-04-22,night,CLE,DET,2,1,Comerica Park,55,Cloudy,6,L To R
447107,2016,2016-04-22,night,LAD,COL,5,7,Coors Field,73,Partly Cloudy,3,L To R
447108,2016,2016-04-22,night,MIA,SF,1,8,AT&T Park,58,Partly Cloudy,18,Out To RF
447109,2016,2016-04-22,night,MIN,WSH,4,8,Nationals Park,68,Overcast,9,Out To CF
447110,2016,2016-04-22,night,NYM,ATL,6,3,Turner Field,70,Partly Cloudy,9,Out To RF
447111,2016,2016-04-22,night,OAK,TOR,8,5,Rogers Centre,68,Roof Closed,0,None
447112,2016,2016-04-22,night,PHI,MIL,5,2,Miller Park,66,Roof Closed,0,None
447113,2016,2016-04-22,night,PIT,AZ,8,7,Chase Field,95,Clear,10,Varies
447114,2016,2016-04-22,night,SEA,LAA,5,2,Angel Stadium of Anaheim,67,Partly Cloudy,11,Out To RF
447115,2016,2016-04-22,night,STL,SD,1,4,Petco Park,64,Partly Cloudy,12,Out To RF
447116,2016,2016-04-22,night,TB,NYY,3,6,Yankee Stadium,74,Cloudy,6,R To L
447117,2016,2016-04-22,night,TEX,CWS,0,5,U.S. Cellular Field,45,Partly Cloudy,17,Out To RF
447118,2016,2016-04-23,night,BAL,KC,8,3,Kauffman Stadium,78,Clear,14,R To L
447119,2016,2016-04-23,day,BOS,HOU,3,8,Daikin Park,85,Partly Cloudy,6,In From LF
447120,2016,2016-04-23,night,CHC,CIN,5,13,Great American Ball Park,64,Clear,9,L To R
447121,2016,2016-04-23,day,CLE,DET,10,1,Comerica Park,51,Sunny,3,Out To CF
447122,2016,2016-04-23,night,LAD,COL,4,1,Coors Field,72,Cloudy,12,Out To RF
447123,2016,2016-04-23,night,MIA,SF,2,7,AT&T Park,60,Partly Cloudy,14,Out To CF
447124,2016,2016-04-23,day,MIN,WSH,0,2,Nationals Park,63,Partly Cloudy,7,Out To LF
447125,2016,2016-04-23,night,NYM,ATL,8,2,Turner Field,72,Clear,9,In From LF
447126,2016,2016-04-23,day,OAK,TOR,3,9,Rogers Centre,68,Roof Closed,0,None
447127,2016,2016-04-23,night,PHI,MIL,10,6,Miller Park,66,Roof Closed,0,None
447128,2016,2016-04-23,night,PIT,AZ,1,7,Chase Field,74,Roof Closed,0,None
447129,2016,2016-04-23,night,SEA,LAA,2,4,Angel Stadium of Anaheim,73,Clear,5,Out To RF
447130,2016,2016-04-23,night,STL,SD,11,2,Petco Park,68,Clear,12,L To R
447131,2016,2016-04-23,day,TB,NYY,2,3,Yankee Stadium,62,Cloudy,13,In From LF
447132,2016,2016-04-23,day,TEX,CWS,3,4,U.S. Cellular Field,55,Sunny,10,L To R
447133,2016,2016-04-24,day,BAL,KC,1,6,Kauffman Stadium,79,Sunny,21,R To L
447134,2016,2016-04-24,night,BOS,HOU,7,5,Daikin Park,73,Roof Closed,0,None
447135,2016,2016-04-24,day,CHC,CIN,9,0,Great American Ball Park,69,Sunny,7,In From RF
447136,2016,2016-04-24,day,CLE,DET,6,3,Comerica Park,57,Sunny,7,In From CF
447137,2016,2016-04-24,day,LAD,COL,12,10,Coors Field,63,Cloudy,13,Out To LF
447138,2016,2016-04-24,day,MIA,SF,5,4,AT&T Park,64,Partly Cloudy,20,Out To CF
447139,2016,2016-04-24,day,MIN,WSH,5,6,Nationals Park,64,Sunny,4,Out To LF
447140,2016,2016-04-24,day,NYM,ATL,3,2,Turner Field,75,Sunny,5,Out To LF
447141,2016,2016-04-24,day,OAK,TOR,3,6,Rogers Centre,68,Roof Closed,0,None
447142,2016,2016-04-24,day,PHI,MIL,5,8,Miller Park,64,Roof Closed,0,None
447143,2016,2016-04-24,day,PIT,AZ,12,10,Chase Field,72,Roof Closed,0,None
447144,2016,2016-04-24,day,SEA,LAA,9,4,Angel Stadium of Anaheim,74,Partly Cloudy,11,Out To CF
447145,2016,2016-04-24,day,STL,SD,8,5,Petco Park,70,Sunny,13,L To R
447146,2016,2016-04-24,day,TB,NYY,8,1,Yankee Stadium,60,Sunny,13,Out To RF
447147,2016,2016-04-24,day,TEX,CWS,1,4,U.S. Cellular Field,70,Partly Cloudy,9,R To L
447148,2016,2016-04-25,night,BAL,TB,0,2,Tropicana Field,72,Dome,0,None
447149,2016,2016-04-25,night,BOS,ATL,1,0,Turner Field,75,Partly Cloudy,8,Out To LF
447150,2016,2016-04-25,night,CWS,TOR,7,5,Rogers Centre,68,Roof Closed,0,None
447151,2016,2016-04-25,night,CIN,NYM,3,5,Citi Field,64,Partly Cloudy,8,R To L
447152,2016,2016-04-25,night,CLE,MIN,3,4,Target Field,50,Overcast,10,L To R
447153,2016,2016-04-25,night,HOU,SEA,2,3,Safeco Field,56,Partly Cloudy,3,In From RF
447154,2016,2016-04-25,night,KC,LAA,1,6,Angel Stadium of Anaheim,60,Cloudy,6,Out To CF
447155,2016,2016-04-25,night,MIA,LAD,3,2,Dodger Stadium,61,Clear,17,L To R
447156,2016,2016-04-25,night,NYY,TEX,3,1,Globe Life Park in Arlington,82,Partly Cloudy,10,R To L
447157,2016,2016-04-25,night,OAK,DET,3,7,Comerica Park,64,Cloudy,12,In From LF
447158,2016,2016-04-25,night,PIT,COL,6,1,Coors Field,64,Cloudy,6,Out To RF
447159,2016,2016-04-25,night,SD,SF,4,5,AT&T Park,59,Clear,22,Out To RF
447160,2016,2016-04-25,night,STL,AZ,7,12,Chase Field,76,Roof Closed,0,None
447161,2016,2016-04-26,night,BAL,TB,1,3,Tropicana Field,72,Dome,0,None
447162,2016,2016-04-26,night,BOS,ATL,11,4,Turner Field,79,Partly Cloudy,11,Varies
447163,2016,2016-04-26,night,CWS,TOR,10,1,Rogers Centre,68,Roof Closed,0,None
447164,2016,2016-04-26,night,CIN,NYM,3,4,Citi Field,52,Cloudy,12,In From RF
447165,2016,2016-04-26,night,CLE,MIN,5,6,Target Field,49,Overcast,13,In From CF
447166,2016,2016-04-26,night,HOU,SEA,1,11,Safeco Field,59,Cloudy,0,None
447167,2016,2016-04-26,night,KC,LAA,4,9,Angel Stadium of Anaheim,66,Partly Cloudy,7,Out To CF
447168,2016,2016-04-26,night,MIA,LAD,6,3,Dodger Stadium,64,Clear,6,Out To RF
447169,2016,2016-04-26,night,MIL,CHC,3,4,Wrigley Field,40,Cloudy,16,In From RF
447170,2016,2016-04-26,night,NYY,TEX,1,10,Globe Life Park in Arlington,80,Cloudy,15,In From RF
447171,2016,2016-04-26,night,OAK,DET,5,1,Comerica Park,47,Cloudy,10,L To R
447172,2016,2016-04-26,night,PHI,WSH,4,3,Nationals Park,81,Partly Cloudy,12,Out To RF
447173,2016,2016-04-26,night,PIT,COL,9,4,Coors Field,43,Partly Cloudy,5,Out To RF
447174,2016,2016-04-26,night,SD,SF,0,1,AT&T Park,58,Partly Cloudy,20,Out To CF
447175,2016,2016-04-26,night,STL,AZ,8,2,Chase Field,76,Clear,6,Out To LF
447176,2016,2016-04-27,night,ATL,BOS,4,9,Fenway Park,62,Partly Cloudy,9,In From RF
447177,2016,2016-04-27,night,BAL,TB,3,1,Tropicana Field,72,Dome,0,None
447178,2016,2016-04-27,night,CWS,TOR,4,0,Rogers Centre,68,Roof Closed,0,None
447179,2016,2016-04-27,night,CIN,NYM,2,5,Citi Field,56,Clear,16,Out To LF
447180,2016,2016-04-27,night,CLE,MIN,6,5,Target Field,44,Overcast,14,In From CF
447181,2016,2016-04-27,night,HOU,SEA,7,4,Safeco Field,59,Cloudy,1,Varies
447182,2016,2016-04-27,night,KC,LAA,2,4,Angel Stadium of Anaheim,63,Clear,9,R To L
447183,2016,2016-04-27,night,MIA,LAD,2,0,Dodger Stadium,61,Clear,6,Out To CF
447185,2016,2016-04-27,night,NYY,TEX,2,3,Globe Life Park in Arlington,79,Clear,6,Out To CF
447186,2016,2016-04-27,night,OAK,DET,4,9,Comerica Park,55,Partly Cloudy,12,L To R
447187,2016,2016-04-27,night,PHI,WSH,3,0,Nationals Park,54,Overcast,6,In From RF
447188,2016,2016-04-27,night,PIT,COL,9,8,Coors Field,52,Partly Cloudy,9,Out To LF
447189,2016,2016-04-27,day,SD,SF,9,13,AT&T Park,59,Overcast,16,R To L
447190,2016,2016-04-27,night,STL,AZ,11,4,Chase Field,76,Partly Cloudy,8,Out To RF
447191,2016,2016-04-28,night,ATL,BOS,5,3,Fenway Park,50,Cloudy,13,Out To LF
447192,2016,2016-04-28,night,CWS,BAL,2,10,Oriole Park at Camden Yards,48,Overcast,5,In From RF
447193,2016,2016-04-28,night,MIA,LAD,5,3,Dodger Stadium,62,Clear,7,Out To RF
447194,2016,2016-04-28,day,MIL,CHC,2,7,Wrigley Field,45,Overcast,12,In From CF
447195,2016,2016-04-28,day,OAK,DET,3,7,Comerica Park,45,Overcast,3,In From CF
447196,2016,2016-04-28,day,PHI,WSH,3,0,Nationals Park,55,Drizzle,12,In From RF
447198,2016,2016-04-28,night,STL,AZ,0,3,Chase Field,75,Clear,6,Varies
447199,2016,2016-04-29,day,ATL,CHC,1,6,Wrigley Field,44,Cloudy,10,In From CF
447200,2016,2016-04-29,night,CWS,BAL,3,6,Oriole Park at Camden Yards,52,Overcast,6,R To L
447201,2016,2016-04-29,night,CIN,PIT,1,4,PNC Park,54,Cloudy,7,R To L
447202,2016,2016-04-29,night,CLE,PHI,3,4,Citizens Bank Park,48,Cloudy,8,R To L
447203,2016,2016-04-29,night,COL,AZ,9,0,Chase Field,80,Clear,15,Varies
447204,2016,2016-04-29,night,DET,MIN,9,2,Target Field,59,Clear,5,In From CF
447205,2016,2016-04-29,night,HOU,OAK,4,7,Oakland Coliseum,63,Partly Cloudy,17,Out To RF
447206,2016,2016-04-29,night,KC,SEA,0,1,Safeco Field,60,Partly Cloudy,1,Varies
447207,2016,2016-04-29,night,LAA,TEX,2,4,Globe Life Park in Arlington,72,Cloudy,9,In From RF
447208,2016,2016-04-29,night,MIA,MIL,6,3,Miller Park,65,Roof Closed,0,None
447209,2016,2016-04-29,night,NYY,BOS,2,4,Fenway Park,47,Partly Cloudy,17,R To L
447210,2016,2016-04-29,night,SD,LAD,5,1,Dodger Stadium,63,Clear,6,Out To RF
447211,2016,2016-04-29,night,SF,NYM,1,13,Citi Field,52,Cloudy,11,In From CF
447212,2016,2016-04-29,night,TOR,TB,6,1,Tropicana Field,72,Dome,0,None
447213,2016,2016-04-29,night,WSH,STL,5,4,Busch Stadium,63,Cloudy,12,R To L
447215,2016,2016-04-30,night,CWS,BAL,8,7,Oriole Park at Camden Yards,57,Cloudy,7,Out To CF
447216,2016,2016-04-30,night,CIN,PIT,1,5,PNC Park,62,Overcast,2,In From LF
447217,2016,2016-04-30,night,CLE,PHI,3,4,Citizens Bank Park,58,Cloudy,4,R To L
447218,2016,2016-04-30,night,COL,AZ,5,2,Chase Field,75,Roof Closed,0,None
447219,2016,2016-04-30,day,DET,MIN,4,1,Target Field,57,Partly Cloudy,15,In From CF
447220,2016,2016-04-30,day,HOU,OAK,0,2,Oakland Coliseum,70,Sunny,15,Out To LF
447221,2016,2016-04-30,night,KC,SEA,0,6,Safeco Field,65,Clear,7,In From CF
447222,2016,2016-04-30,night,LAA,TEX,2,7,Globe Life Park in Arlington,75,Clear,5,Out To CF
447223,2016,2016-04-30,night,MIA,MIL,7,5,Miller Park,65,Roof Closed,0,None
447224,2016,2016-04-30,night,NYY,BOS,0,8,Fenway Park,52,Partly Cloudy,15,In From RF
447225,2016,2016-04-30,night,SD,LAD,5,2,Dodger Stadium,65,Clear,6,Out To RF
447226,2016,2016-04-30,day,SF,NYM,5,6,Citi Field,62,Sunny,6,Out To LF
447227,2016,2016-04-30,night,TOR,TB,3,4,Tropicana Field,72,Dome,0,None
447228,2016,2016-04-30,day,WSH,STL,6,1,Busch Stadium,69,Overcast,7,R To L
447229,2016,2016-05-01,day,ATL,CHC,4,3,Wrigley Field,44,Overcast,14,In From CF
447230,2016,2016-05-01,day,CWS,BAL,7,1,Oriole Park at Camden Yards,52,Rain,1,R To L
447231,2016,2016-05-01,day,CIN,PIT,6,5,PNC Park,67,Cloudy,8,Out To RF
447232,2016,2016-05-01,day,CLE,PHI,1,2,Citizens Bank Park,51,Overcast,1,Out To CF
447233,2016,2016-05-01,day,COL,AZ,6,3,Chase Field,74,Partly Cloudy,10,Varies
447234,2016,2016-05-01,day,DET,MIN,6,5,Target Field,58,Partly Cloudy,10,In From LF
447235,2016,2016-05-01,day,HOU,OAK,2,1,Oakland Coliseum,71,Sunny,5,Out To RF
447236,2016,2016-05-01,day,KC,SEA,4,1,Safeco Field,66,Sunny,8,Out To CF
447237,2016,2016-05-01,day,LAA,TEX,9,6,Globe Life Park in Arlington,71,Sunny,16,L To R
447238,2016,2016-05-01,day,MIA,MIL,5,14,Miller Park,67,Roof Closed,0,None
447239,2016,2016-05-01,night,NYY,BOS,7,8,Fenway Park,49,Drizzle,9,R To L
447240,2016,2016-05-01,day,SD,LAD,0,1,Dodger Stadium,70,Sunny,6,Out To CF
447241,2016,2016-05-01,day,SF,NYM,6,1,Citi Field,50,Drizzle,14,R To L
447242,2016,2016-05-01,day,TOR,TB,5,1,Tropicana Field,72,Dome,0,None
447243,2016,2016-05-01,day,WSH,STL,6,1,Busch Stadium,68,Partly Cloudy,8,Out To RF
447244,2016,2016-05-02,night,ATL,NYM,1,4,Citi Field,62,Clear,7,Out To RF
447245,2016,2016-05-02,night,CHC,PIT,7,2,PNC Park,60,Cloudy,11,Out To CF
447246,2016,2016-05-02,night,COL,SD,1,2,Petco Park,61,Clear,12,L To R
447247,2016,2016-05-02,night,LAA,MIL,5,8,Miller Park,68,Roof Closed,0,None
447248,2016,2016-05-02,night,MIN,HOU,6,2,Daikin Park,71,Overcast,12,In From CF
447249,2016,2016-05-02,night,PHI,STL,3,10,Busch Stadium,56,Partly Cloudy,8,L To R
447250,2016,2016-05-02,night,SF,CIN,9,6,Great American Ball Park,63,Overcast,7,Varies
447251,2016,2016-05-02,night,SEA,OAK,4,3,Oakland Coliseum,67,Clear,17,Out To RF
447252,2016,2016-05-02,night,TEX,TOR,2,1,Rogers Centre,68,Roof Closed,0,None
447253,2016,2016-05-02,night,WSH,KC,2,0,Kauffman Stadium,55,Overcast,4,L To R
447254,2016,2016-05-03,night,AZ,MIA,4,7,loanDepot Park,75,Roof Closed,0,None
447255,2016,2016-05-03,night,ATL,NYM,3,0,Citi Field,53,Drizzle,6,In From CF
447256,2016,2016-05-03,night,BOS,CWS,1,4,U.S. Cellular Field,65,Cloudy,15,R To L
447257,2016,2016-05-03,night,CHC,PIT,7,1,PNC Park,61,Partly Cloudy,8,Out To CF
447258,2016,2016-05-03,night,COL,SD,3,6,Petco Park,60,Partly Cloudy,8,L To R
447259,2016,2016-05-03,night,DET,CLE,3,7,Progressive Field,52,Clear,5,L To R
447260,2016,2016-05-03,night,LAA,MIL,4,5,Miller Park,69,Roof Closed,0,None
447261,2016,2016-05-03,night,LAD,TB,10,5,Tropicana Field,72,Dome,0,None
447262,2016,2016-05-03,night,MIN,HOU,4,6,Daikin Park,75,Partly Cloudy,9,In From LF
447263,2016,2016-05-03,night,NYY,BAL,1,4,Oriole Park at Camden Yards,60,Cloudy,8,In From RF
447264,2016,2016-05-03,night,PHI,STL,1,0,Busch Stadium,63,Partly Cloudy,5,Out To RF
447265,2016,2016-05-03,night,SF,CIN,3,1,Great American Ball Park,58,Overcast,5,Out To CF
447266,2016,2016-05-03,night,SEA,OAK,8,2,Oakland Coliseum,63,Overcast,9,Out To RF
447267,2016,2016-05-03,night,TEX,TOR,1,3,Rogers Centre,68,Roof Closed,0,None
447268,2016,2016-05-03,night,WSH,KC,6,7,Kauffman Stadium,68,Partly Cloudy,10,L To R
447269,2016,2016-05-04,night,AZ,MIA,3,4,loanDepot Park,71,Roof Closed,0,None
447270,2016,2016-05-04,day,ATL,NYM,0,8,Citi Field,49,Cloudy,16,In From RF
447271,2016,2016-05-04,night,BOS,CWS,5,2,U.S. Cellular Field,45,Cloudy,9,In From LF
447272,2016,2016-05-04,day,CHC,PIT,6,2,PNC Park,62,Cloudy,1,In From RF
447273,2016,2016-05-04,day,COL,SD,2,0,Petco Park,59,Partly Cloudy,12,L To R
447274,2016,2016-05-04,night,DET,CLE,0,4,Progressive Field,54,Overcast,11,L To R
447275,2016,2016-05-04,day,LAA,MIL,7,3,Miller Park,66,Roof Closed,0,None
447276,2016,2016-05-04,night,LAD,TB,5,8,Tropicana Field,72,Dome,0,None
447277,2016,2016-05-04,night,MIN,HOU,4,16,Daikin Park,81,Clear,10,In From LF
447278,2016,2016-05-04,night,NYY,BAL,7,0,Oriole Park at Camden Yards,52,Overcast,9,In From RF
447279,2016,2016-05-04,night,PHI,STL,4,5,Busch Stadium,63,Partly Cloudy,11,Out To RF
447280,2016,2016-05-04,day,SF,CIN,4,7,Great American Ball Park,52,Overcast,11,R To L
447281,2016,2016-05-04,day,SEA,OAK,9,8,Oakland Coliseum,62,Cloudy,7,Out To RF
447282,2016,2016-05-04,night,TEX,TOR,3,4,Rogers Centre,68,Roof Closed,0,None
447283,2016,2016-05-04,day,WSH,KC,13,2,Kauffman Stadium,68,Sunny,16,L To R
447284,2016,2016-05-05,night,AZ,MIA,0,4,loanDepot Park,74,Clear,4,Out To RF
447285,2016,2016-05-05,night,BOS,CWS,7,3,U.S. Cellular Field,58,Clear,6,Out To RF
447286,2016,2016-05-05,night,COL,SF,17,7,AT&T Park,62,Cloudy,10,Out To CF
447287,2016,2016-05-05,night,DET,CLE,4,9,Progressive Field,54,Partly Cloudy,10,In From CF
447288,2016,2016-05-05,night,MIL,CIN,5,9,Great American Ball Park,57,Cloudy,8,Out To LF
447289,2016,2016-05-05,night,NYM,SD,3,5,Petco Park,59,Partly Cloudy,9,Out To CF
447290,2016,2016-05-05,night,NYY,BAL,0,1,Oriole Park at Camden Yards,54,Cloudy,2,In From CF
447291,2016,2016-05-05,day,PHI,STL,0,4,Busch Stadium,61,Partly Cloudy,16,Out To RF
447292,2016,2016-05-05,night,SEA,HOU,6,3,Daikin Park,81,Partly Cloudy,9,In From LF
447293,2016,2016-05-05,night,TEX,TOR,2,12,Rogers Centre,68,Roof Closed,0,None
447294,2016,2016-05-05,night,WSH,CHC,2,5,Wrigley Field,47,Clear,5,R To L
447295,2016,2016-05-06,night,AZ,ATL,7,2,Turner Field,67,Partly Cloudy,15,L To R
447296,2016,2016-05-06,night,BOS,NYY,2,3,Yankee Stadium,50,Drizzle,17,In From RF
447297,2016,2016-05-06,night,COL,SF,4,6,AT&T Park,58,Cloudy,8,Out To CF
447298,2016,2016-05-06,night,KC,CLE,1,7,Progressive Field,57,Clear,11,L To R
447299,2016,2016-05-06,night,LAD,TOR,2,5,Rogers Centre,68,Roof Closed,0,None
447300,2016,2016-05-06,night,MIL,CIN,1,5,Great American Ball Park,69,Partly Cloudy,14,Varies
447301,2016,2016-05-06,night,MIN,CWS,4,10,U.S. Cellular Field,83,Partly Cloudy,9,Out To LF
447302,2016,2016-05-06,night,NYM,SD,0,2,Petco Park,61,Cloudy,12,L To R
447304,2016,2016-05-06,night,PHI,MIA,4,6,loanDepot Park,81,Clear,3,L To R
447305,2016,2016-05-06,night,PIT,STL,4,2,Busch Stadium,76,Clear,6,Out To RF
447306,2016,2016-05-06,night,SEA,HOU,3,6,Daikin Park,82,Clear,7,Out To LF
447307,2016,2016-05-06,night,TB,LAA,5,2,Angel Stadium of Anaheim,62,Cloudy,4,Out To RF
447308,2016,2016-05-06,night,TEX,DET,5,1,Comerica Park,68,Clear,3,L To R
447309,2016,2016-05-06,day,WSH,CHC,6,8,Wrigley Field,73,Partly Cloudy,9,Out To CF
447303,2016,2016-05-07,day,OAK,BAL,8,4,Oriole Park at Camden Yards,58,Overcast,2,L To R
447310,2016,2016-05-07,night,AZ,ATL,4,2,Turner Field,78,Clear,13,Out To RF
447311,2016,2016-05-07,day,BOS,NYY,2,8,Yankee Stadium,53,Cloudy,10,In From LF
447312,2016,2016-05-07,day,COL,SF,1,2,AT&T Park,60,Overcast,6,Out To CF
447313,2016,2016-05-07,day,KC,CLE,7,0,Progressive Field,69,Overcast,5,R To L
447314,2016,2016-05-07,day,LAD,TOR,6,2,Rogers Centre,68,Roof Closed,0,None
447315,2016,2016-05-07,night,MIL,CIN,13,7,Great American Ball Park,73,Overcast,11,Out To LF
447316,2016,2016-05-07,night,MIN,CWS,2,7,U.S. Cellular Field,60,Clear,16,L To R
447317,2016,2016-05-07,night,NYM,SD,6,3,Petco Park,60,Clear,15,L To R
447318,2016,2016-05-07,night,OAK,BAL,2,5,Oriole Park at Camden Yards,62,Clear,1,R To L
447319,2016,2016-05-07,night,PHI,MIA,4,3,loanDepot Park,78,Clear,5,In From LF
447320,2016,2016-05-07,day,PIT,STL,4,6,Busch Stadium,84,Sunny,14,Out To RF
447321,2016,2016-05-07,night,SEA,HOU,3,2,Daikin Park,81,Partly Cloudy,11,In From LF
447322,2016,2016-05-07,night,TB,LAA,4,2,Angel Stadium of Anaheim,68,Cloudy,10,Out To LF
447323,2016,2016-05-07,day,TEX,DET,10,5,Comerica Park,68,Overcast,8,R To L
447324,2016,2016-05-07,day,WSH,CHC,5,8,Wrigley Field,51,Sunny,23,In From LF
447325,2016,2016-05-08,day,AZ,ATL,5,3,Turner Field,83,Sunny,12,Out To RF
447326,2016,2016-05-08,night,BOS,NYY,5,1,Yankee Stadium,60,Clear,8,Out To RF
447327,2016,2016-05-08,day,COL,SF,2,0,AT&T Park,62,Overcast,10,Out To LF
447328,2016,2016-05-08,day,KC,CLE,4,5,Progressive Field,57,Sunny,9,L To R
447329,2016,2016-05-08,day,LAD,TOR,4,2,Rogers Centre,68,Roof Closed,0,None
447330,2016,2016-05-08,day,MIL,CIN,5,4,Great American Ball Park,52,Overcast,5,R To L
447331,2016,2016-05-08,day,MIN,CWS,1,3,U.S. Cellular Field,66,Sunny,6,Out To LF
447332,2016,2016-05-08,day,NYM,SD,4,3,Petco Park,62,Partly Cloudy,7,L To R
447333,2016,2016-05-08,day,OAK,BAL,3,11,Oriole Park at Camden Yards,68,Sunny,13,L To R
447334,2016,2016-05-08,day,PHI,MIA,6,5,loanDepot Park,73,Roof Closed,0,None
447335,2016,2016-05-08,day,PIT,STL,10,5,Busch Stadium,77,Partly Cloudy,6,In From RF
447336,2016,2016-05-08,day,SEA,HOU,1,5,Daikin Park,73,Roof Closed,0,None
447337,2016,2016-05-08,day,TB,LAA,3,1,Angel Stadium of Anaheim,68,Cloudy,7,R To L
447338,2016,2016-05-08,day,TEX,DET,8,3,Comerica Park,65,Sunny,7,R To L
447339,2016,2016-05-08,day,WSH,CHC,3,4,Wrigley Field,61,Sunny,7,R To L
447340,2016,2016-05-09,night,AZ,COL,10,5,Coors Field,64,Partly Cloudy,12,In From CF
447342,2016,2016-05-09,night,CWS,TEX,8,4,Globe Life Park in Arlington,87,Clear,14,R To L
447343,2016,2016-05-09,night,CLE,HOU,1,7,Daikin Park,73,Roof Closed,0,None
447344,2016,2016-05-09,night,DET,WSH,4,5,Nationals Park,63,Overcast,6,Out To RF
447345,2016,2016-05-09,night,KC,NYY,3,6,Yankee Stadium,69,Partly Cloudy,8,R To L
447346,2016,2016-05-09,night,MIL,MIA,1,4,loanDepot Park,80,Clear,11,In From LF
447347,2016,2016-05-09,night,NYM,LAD,4,2,Dodger Stadium,62,Clear,6,Out To RF
447348,2016,2016-05-09,night,OAK,BOS,7,14,Fenway Park,61,Partly Cloudy,15,L To R
447349,2016,2016-05-09,night,PIT,CIN,2,3,Great American Ball Park,61,Drizzle,6,Varies
447351,2016,2016-05-09,night,TB,SEA,2,5,Safeco Field,66,Partly Cloudy,3,Out To RF
447352,2016,2016-05-09,night,TOR,SF,3,1,AT&T Park,57,Partly Cloudy,11,Out To CF
447353,2016,2016-05-10,night,AZ,COL,5,1,Coors Field,55,Partly Cloudy,8,R To L
447354,2016,2016-05-10,night,BAL,MIN,5,3,Target Field,57,Overcast,12,R To L
447355,2016,2016-05-10,night,CWS,TEX,11,13,Globe Life Park in Arlington,85,Overcast,16,R To L
447356,2016,2016-05-10,night,CLE,HOU,4,0,Daikin Park,73,Roof Closed,0,None
447357,2016,2016-05-10,night,DET,WSH,5,4,Nationals Park,63,Partly Cloudy,8,In From RF
447358,2016,2016-05-10,night,KC,NYY,7,10,Yankee Stadium,59,Cloudy,9,R To L
447359,2016,2016-05-10,night,MIL,MIA,10,2,loanDepot Park,82,Partly Cloudy,15,In From LF
447360,2016,2016-05-10,night,NYM,LAD,2,3,Dodger Stadium,63,Clear,6,Out To CF
447361,2016,2016-05-10,night,OAK,BOS,5,13,Fenway Park,70,Partly Cloudy,10,L To R
447362,2016,2016-05-10,night,PHI,ATL,3,2,Turner Field,78,Partly Cloudy,12,Out To LF
447364,2016,2016-05-10,night,SD,CHC,7,8,Wrigley Field,54,Overcast,2,In From RF
447365,2016,2016-05-10,night,STL,LAA,8,1,Angel Stadium of Anaheim,67,Clear,9,R To L
447366,2016,2016-05-10,night,TB,SEA,4,6,Safeco Field,74,Clear,2,Out To RF
447367,2016,2016-05-10,night,TOR,SF,4,0,AT&T Park,59,Clear,13,Out To CF
447350,2016,2016-05-11,day,SD,CHC,7,4,Wrigley Field,51,Cloudy,5,In From RF
447368,2016,2016-05-11,day,AZ,COL,7,8,Coors Field,56,Partly Cloudy,14,Out To LF
447369,2016,2016-05-11,day,BAL,MIN,9,2,Target Field,56,Cloudy,8,Out To LF
447370,2016,2016-05-11,day,CWS,TEX,5,6,Globe Life Park in Arlington,85,Sunny,12,L To R
447371,2016,2016-05-11,day,CLE,HOU,3,5,Daikin Park,73,Roof Closed,0,None
447372,2016,2016-05-11,night,DET,WSH,2,3,Nationals Park,61,Cloudy,4,In From RF
447373,2016,2016-05-11,night,KC,NYY,7,3,Yankee Stadium,70,Partly Cloudy,14,Out To LF
447374,2016,2016-05-11,night,MIL,MIA,2,3,loanDepot Park,81,Partly Cloudy,16,L To R
447375,2016,2016-05-11,night,NYM,LAD,4,3,Dodger Stadium,63,Clear,8,L To R
447376,2016,2016-05-11,night,OAK,BOS,3,13,Fenway Park,63,Clear,7,Out To LF
447377,2016,2016-05-11,night,PHI,ATL,1,5,Turner Field,85,Partly Cloudy,7,L To R
447378,2016,2016-05-11,night,PIT,CIN,5,4,Great American Ball Park,79,Cloudy,3,R To L
447379,2016,2016-05-11,night,SD,CHC,1,0,Wrigley Field,52,Cloudy,4,L To R
447380,2016,2016-05-11,night,STL,LAA,5,2,Angel Stadium of Anaheim,69,Clear,8,Out To CF
447381,2016,2016-05-11,day,TB,SEA,5,6,Safeco Field,67,Sunny,5,Out To CF
447382,2016,2016-05-11,day,TOR,SF,4,5,AT&T Park,62,Partly Cloudy,10,Out To CF
447383,2016,2016-05-12,night,DET,BAL,5,7,Oriole Park at Camden Yards,65,Cloudy,4,Out To LF
447384,2016,2016-05-12,night,HOU,BOS,1,11,Fenway Park,62,Partly Cloudy,7,In From RF
447385,2016,2016-05-12,night,KC,NYY,3,7,Yankee Stadium,73,Clear,6,In From RF
447386,2016,2016-05-12,night,NYM,LAD,0,5,Dodger Stadium,65,Clear,6,Out To RF
447387,2016,2016-05-12,night,PHI,ATL,7,4,Turner Field,75,Cloudy,9,L To R
447388,2016,2016-05-12,night,SD,MIL,3,0,Miller Park,67,Partly Cloudy,9,Out To LF
447389,2016,2016-05-12,night,SF,AZ,4,2,Chase Field,98,Clear,10,In From LF
447390,2016,2016-05-12,night,STL,LAA,12,10,Angel Stadium of Anaheim,68,Clear,7,Out To CF
447391,2016,2016-05-13,night,ATL,KC,1,5,Kauffman Stadium,62,Cloudy,21,L To R
